Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-04-12 00:00:00-04:00,280.331454092245,282.51669989305793,277.5457425781535,279.0517883300781,27403400,0.0,0.0
2023-04-13 00:00:00-04:00,279.1502457203857,285.3614569468839,278.7368378636827,285.3023986816406,24222700,0.0,0.0
2023-04-14 00:00:00-04:00,282.5068611754226,283.96370179651217,279.24868340268176,281.66033935546875,20987900,0.0,0.0
2023-04-17 00:00:00-04:00,285.390939367987,287.03480758768944,281.6799721234841,284.27862548828125,23836200,0.0,0.0
2023-04-18 00:00:00-04:00,287.00532200932577,287.1923498602999,282.51671366556474,283.85540771484375,20161800,0.0,0.0
2023-04-19 00:00:00-04:00,281.51263430866226,284.52472565141113,280.08535300849246,283.93414306640625,17150300,0.0,0.0
2023-04-20 00:00:00-04:00,280.78424603946644,284.50506674858116,280.6168942704113,281.6307678222656,23244400,0.0,0.0
2023-04-21 00:00:00-04:00,280.54799661030216,281.78825008105144,278.6285130858529,281.2862548828125,21676400,0.0,0.0
2023-04-24 00:00:00-04:00,277.67370102270286,280.48894155472334,274.35646528671094,277.35870361328125,26611000,0.0,0.0
2023-04-25 00:00:00-04:00,275.13411938360406,277.1913956236309,271.0589190518227,271.108154296875,45772200,0.0,0.0
2023-04-26 00:00:00-04:00,292.05498339426265,294.8800468988335,288.1471350865969,290.74578857421875,64599200,0.0,0.0
2023-04-27 00:00:00-04:00,291.336431237466,300.42194142413604,290.62770202416357,300.0577087402344,46462600,0.0,0.0
2023-04-28 00:00:00-04:00,299.2505571443168,304.0935148750173,298.5615040334557,302.4496765136719,36446700,0.0,0.0
2023-05-01 00:00:00-04:00,302.1642048581886,303.7686910534892,300.3726908217299,300.7762756347656,21294100,0.0,0.0
2023-05-02 00:00:00-04:00,302.9418469765617,304.33959922450805,299.1521149683054,300.6286315917969,26404400,0.0,0.0
2023-05-03 00:00:00-04:00,301.81967570546,303.77851145251077,299.32928557023496,299.6344299316406,22360800,0.0,0.0
2023-05-04 00:00:00-04:00,301.44562423928016,302.9418469765617,298.65008970357985,300.6286315917969,22519900,0.0,0.0
2023-05-05 00:00:00-04:00,300.93374972200786,307.08590178354325,299.50643842780966,305.78656005859375,28181200,0.0,0.0
2023-05-08 00:00:00-04:00,305.2747728426147,305.34368416903175,301.29801254398035,303.81793212890625,21318600,0.0,0.0
2023-05-09 00:00:00-04:00,303.1780393519697,305.1861101016797,301.514495109484,302.1936950683594,21340800,0.0,0.0
2023-05-10 00:00:00-04:00,303.7883902256099,308.09982387729104,302.8532809885263,307.4206237792969,30078000,0.0,0.0
2023-05-11 00:00:00-04:00,305.24518186660805,306.2492022660023,301.46530325501186,305.2550048828125,31680200,0.0,0.0
2023-05-12 00:00:00-04:00,305.68815505667965,305.78659550903757,301.8000125269122,304.1329040527344,19758100,0.0,0.0
2023-05-15 00:00:00-04:00,304.26085429922443,305.04831778842316,302.77448467056973,304.6152038574219,16336500,0.0,0.0
2023-05-16 00:00:00-04:00,304.9793957630767,308.79865663517415,304.9793957630767,306.8594970703125,26730300,0.0,0.0
2023-05-17 00:00:00-04:00,308.07292647953415,310.1840128280389,306.54383920821226,309.75982666015625,24315000,0.68,0.0
2023-05-18 00:00:00-04:00,310.28263990581155,314.73174727715974,309.48358041459244,314.21875,27276000,0.0,0.0
2023-05-19 00:00:00-04:00,312.46282914333904,314.4456963446299,312.09783032838016,314.0412292480469,27529500,0.0,0.0
2023-05-22 00:00:00-04:00,314.2977481307369,318.23385899609656,313.7157188876359,316.8428955078125,24115700,0.0,0.0
2023-05-23 00:00:00-04:00,315.7084147228856,318.36209222067146,310.9929635378551,311.0028381347656,30797200,0.0,0.0
2023-05-24 00:00:00-04:00,310.47996842062906,312.22605590477934,308.3885711303924,309.6118469238281,23384900,0.0,0.0
2023-05-25 00:00:00-04:00,318.87505739171115,322.4856374964896,315.6788189832587,321.5188903808594,43301700,0.0,0.0
2023-05-26 00:00:00-04:00,319.6445277176384,328.8978680435936,319.5064338872772,328.394775390625,36630600,0.0,0.0
2023-05-30 00:00:00-04:00,330.7031610986949,331.20625373329415,326.0567419114066,326.7374267578125,29503100,0.0,0.0
2023-05-31 00:00:00-04:00,327.80283457515725,331.403539726326,322.9097916897827,323.95550537109375,45950600,0.0,0.0
2023-06-01 00:00:00-04:00,321.5287039010863,329.02608115085206,320.33505191131786,328.0888977050781,26773900,0.0,0.0
2023-06-02 00:00:00-04:00,329.7363544841506,332.94246713059334,328.05929890382134,330.8708190917969,25864000,0.0,0.0
2023-06-05 00:00:00-04:00,330.6932859235735,333.9881799034305,330.1408504123087,331.403564453125,21307100,0.0,0.0
2023-06-06 00:00:00-04:00,330.80175444190655,330.84122271907466,327.6844529715384,329.1740417480469,20396200,0.0,0.0
2023-06-07 00:00:00-04:00,327.17149729188003,329.9731432176181,318.1450620184974,319.01318359375,40717100,0.0,0.0
2023-06-08 00:00:00-04:00,319.5655547159742,322.2291062754514,318.98352561929755,320.86773681640625,23277700,0.0,0.0
2023-06-09 00:00:00-04:00,320.6013944671028,325.5338755296102,320.0292399102611,322.3771057128906,22514900,0.0,0.0
2023-06-12 00:00:00-04:00,324.1429125289751,327.6153984673946,320.76911233845874,327.3687744140625,24260300,0.0,0.0
2023-06-13 00:00:00-04:00,329.95337995894954,332.4294950152336,325.928488773513,329.77581787109375,22951300,0.0,0.0
2023-06-14 00:00:00-04:00,329.82517898213644,334.46172377002256,328.31584080318265,332.78466796875,26003800,0.0,0.0
2023-06-15 00:00:00-04:00,332.9227380100379,345.1158162103727,332.6465202868888,343.3993225097656,38899100,0.0,0.0
2023-06-16 00:00:00-04:00,346.575897868739,346.72386629713804,337.3324320738404,337.707275390625,46533600,0.0,0.0
2023-06-20 00:00:00-04:00,334.72804129963237,337.46062508330874,331.3246171835482,333.48504638671875,26375400,0.0,0.0
2023-06-21 00:00:00-04:00,331.82771592550745,333.1693663878864,327.5857943850583,329.0556640625,25117800,0.0,0.0
2023-06-22 00:00:00-04:00,329.6081094184592,335.52708668833833,328.838643577594,335.12261962890625,23556800,0.0,0.0
2023-06-23 00:00:00-04:00,329.8448805246099,333.39627314072527,328.9471954059109,330.4959716796875,23084700,0.0,0.0
2023-06-26 00:00:00-04:00,329.2135454326496,331.5712559275852,324.05415896146803,324.1626892089844,21520600,0.0,0.0
2023-06-27 00:00:00-04:00,327.3786061607091,331.61068318067953,324.85317836133345,330.0520324707031,24354100,0.0,0.0
2023-06-28 00:00:00-04:00,330.1408558113541,333.41603075704074,329.3023279341392,331.3147888183594,20259500,0.0,0.0
2023-06-29 00:00:00-04:00,330.19013811405165,331.57122678735186,328.1283646472187,330.5255432128906,16997000,0.0,0.0
2023-06-30 00:00:00-04:00,333.18913410608565,338.1018966475319,332.6465731689778,335.94146728515625,26823800,0.0,0.0
2023-07-03 00:00:00-04:00,334.60971102375174,336.29661141149415,332.0250953135726,333.4259033203125,12508700,0.0,0.0
2023-07-05 00:00:00-04:00,330.5650032791807,337.0364158494364,330.2098791029289,333.58367919921875,18172400,0.0,0.0
2023-07-06 00:00:00-04:00,332.74513862980643,338.3583041195477,330.969457605854,336.6615295410156,28161200,0.0,0.0
2023-07-07 00:00:00-04:00,334.7379385766014,337.1745856915764,332.44925988855226,332.6662902832031,21185300,0.0,0.0
2023-07-10 00:00:00-04:00,330.0816433554904,330.7031407949626,323.1662951750732,327.3490295410156,32791400,0.0,0.0
2023-07-11 00:00:00-04:00,326.58944439701025,328.36512559547043,322.58427205153635,327.98040771484375,26698200,0.0,0.0
2023-07-12 00:00:00-04:00,332.0546416428547,337.03643563123427,331.1372073615491,332.64654541015625,29995300,0.0,0.0
2023-07-13 00:00:00-04:00,334.9746620206647,339.09820909301106,334.4419456196633,338.0328063964844,20567200,0.0,0.0
2023-07-14 00:00:00-04:00,342.8962140090438,346.684355842652,339.66050764457793,340.57794189453125,28302200,0.0,0.0
2023-07-17 00:00:00-04:00,341.0120279721599,342.3043356947929,337.57904017391905,341.0613708496094,20363900,0.0,0.0
2023-07-18 00:00:00-04:00,341.1599567699789,361.8270635461225,337.5494072854083,354.635498046875,64872700,0.0,0.0
2023-07-19 00:00:00-04:00,356.86503882465547,357.5654427726351,347.6807606209098,350.28509521484375,39732900,0.0,0.0
2023-07-20 00:00:00-04:00,348.7955115153894,353.1360893076159,340.70622963927934,342.18597412109375,33778400,0.0,0.0
2023-07-21 00:00:00-04:00,344.4351932948175,345.569658071984,335.2410401218458,339.1278381347656,69368900,0.0,0.0
2023-07-24 00:00:00-04:00,341.1797347293557,342.2352929441679,337.6875295682125,340.44970703125,26678100,0.0,0.0
2023-07-25 00:00:00-04:00,342.42268240569985,347.13816315499605,340.4102518285033,346.2404479980469,41637700,0.0,0.0
2023-07-26 00:00:00-04:00,336.8292554681692,340.01564894257064,328.61172549409804,333.20880126953125,58383700,0.0,0.0
2023-07-27 00:00:00-04:00,335.8822409797451,336.7207386752654,324.6065664004519,326.2540283203125,39635300,0.0,0.0
2023-07-28 00:00:00-04:00,329.16420605704235,335.418588461766,328.6709579484161,333.80072021484375,28484900,0.0,0.0
2023-07-31 00:00:00-04:00,332.37037700535353,333.13984298542726,328.8584221594872,331.3838806152344,25446000,0.0,0.0
2023-08-01 00:00:00-04:00,330.6636312056574,333.96839917212804,329.19376164579324,331.798095703125,18311900,0.0,0.0
2023-08-02 00:00:00-04:00,329.1246791649638,329.1246791649638,321.95283367526895,323.07745361328125,27761300,0.0,0.0
2023-08-03 00:00:00-04:00,321.5978101634016,325.4254208190329,321.54849738808366,322.2489013671875,18253700,0.0,0.0
2023-08-04 00:00:00-04:00,327.39836976439574,330.61435706998384,322.82101286060225,323.3537292480469,23727700,0.0,0.0
2023-08-07 00:00:00-04:00,323.93572805432285,326.6387178056162,323.09720032618895,325.6522216796875,17741500,0.0,0.0
2023-08-08 00:00:00-04:00,322.54477933640453,324.3106159103617,318.6382629324619,321.6470642089844,22327600,0.0,0.0
2023-08-09 00:00:00-04:00,322.0614270294025,322.69276896492516,316.7146041895466,317.8786926269531,22373300,0.0,0.0
2023-08-10 00:00:00-04:00,321.6174835434037,323.8272555255074,316.84284549970266,318.5692138671875,20113700,0.0,0.0
2023-08-11 00:00:00-04:00,315.9352987108156,318.05625962756983,314.8994595848591,316.6751708984375,24342600,0.0,0.0
2023-08-14 00:00:00-04:00,317.0500366268224,319.6839646920239,315.7576988733088,319.66424560546875,18836100,0.0,0.0
2023-08-15 00:00:00-04:00,318.63826143664926,320.70003480975896,316.56661346813354,317.5136413574219,16966300,0.0,0.0
2023-08-16 00:00:00-04:00,317.13807325142244,320.7167764890025,316.1494881974352,316.7426452636719,20698900,0.68,0.0
2023-08-17 00:00:00-04:00,316.8810112071374,318.19581584517493,312.6004217100495,313.2627868652344,21257200,0.0,0.0
2023-08-18 00:00:00-04:00,310.90003574711136,314.74564524442695,307.9935939126714,312.8673400878906,24744800,0.0,0.0
2023-08-21 00:00:00-04:00,314.30079649101214,319.08554388527233,313.42097159988043,318.2057189941406,24040000,0.0,0.0
2023-08-22 00:00:00-04:00,321.78438984101354,322.357755817273,317.790498336927,318.7790832519531,16102000,0.0,0.0
2023-08-23 00:00:00-04:00,320.1235498834675,325.44214114565574,319.76764365334907,323.2672424316406,21166400,0.0,0.0
2023-08-24 00:00:00-04:00,329.05051469511534,329.1790355688359,316.30763989649853,316.3175354003906,23281400,0.0,0.0
2023-08-25 00:00:00-04:00,317.8003790491066,321.64595850158366,315.16084417438077,319.29315185546875,21684100,0.0,0.0
2023-08-28 00:00:00-04:00,321.9425310997952,322.42692799992096,318.0475045559713,320.0049133300781,14808500,0.0,0.0
2023-08-29 00:00:00-04:00,318.2056753742059,325.22463338047504,318.2056753742059,324.6611328125,19284600,0.0,0.0
